START,FrameNb:5000,,,
22,59,-10.4,9.75,15
23,59.8,0.8,4.25,17
24,63.2,0.6,5.25,9
25,71.6,0,5.75,8
26,75.2,-10.6,0.75,13
27,79.4,0.6,-3,15
28,79.4,-10.4,11.75,7
29,86.2,0.8,-3.5,15
30,87.8,1.2,0.75,17
31,88.8,0.8,-4,15
32,91.4,0.8,-1.75,15
33,92.2,-10.6,0,10
34,94.8,0.8,-4.75,12
35,99,-10.6,0,12
36,105,5,-3.5,15
37,111.8,5,-3,12
38,115.4,-10.6,4.75,10
39,123,1.6,1.25,15
40,124.6,1.6,-0.25,12
41,181,2.2,3.75,10
42,186.2,2.2,3,10
43,1024,2.4,-28,15
44,7.6,-9.8,-22,14
45,11.4,2.4,-28,14
46,12.4,-10.6,-8,2
47,12.2,2.4,-27.25,14
48,13.2,2.4,-24,14
49,12.8,6,-23.25,0
50,14,-10.6,-8,14
51,14,2.4,-22.5,14
52,16,-10.4,-7.75,14
53,17.8,-1.6,28.25,14
54,18.6,-1.6,30.25,14
55,19.4,-1.4,27.5,15
56,20.4,-1.4,24.75,14
57,21.2,-1.2,23,14
58,22,-7.6,47.25,0
59,22.2,-1,21.5,13
60,22.4,-10.6,-4.75,12
61,23.2,-1,20,15
62,23,0.6,8.75,14
63,25,0.6,7.75,9
64,24,-8.6,39.5,0
65,24.6,-8.6,39,12
66,26.4,-0.8,15.75,10
67,31.2,-10.6,-3.5,11
68,38.6,-10.6,-2,12
69,39.6,3.8,-11.25,14
70,46.4,-10.6,0.75,11
71,50.8,-10.4,14,13
72,52.8,-10.6,-0.25,13
73,56.4,-10.4,11.75,10
74,56.4,3.2,1.5,14
75,57.4,-10.4,12.75,0
76,57.2,3.2,0,12
77,58.4,-10.6,11,8
78,59.8,0.8,6.75,14
79,60.6,1,5.75,15
80,79.4,0.8,-4,12
81,81,0.6,-5.25,14
82,85.6,0.6,-4,12
83,87.8,1.2,1,14
84,89,1.2,2,13
85,104.6,5,-3.25,15
END,Total:86,,,
START,FrameNb:5155,,,
2020/08/09 14:15:42:140,,,,
1.60E+12,,,,
0,13.6,-10.4,-12.25,16
1,13.6,-10.4,-6,15
2,17.8,-1.4,29.25,16
3,21.4,-10.4,-8,14
4,21.4,-10.4,-0.25,13
5,21.2,-1.2,20.25,17
6,23.8,0.6,5.5,19
7,23.8,0.6,12.5,18
8,25.6,-0.8,14.5,20
9,46.2,-10.6,-3.75,19
10,46.2,-10.6,3.25,19
11,53,-10.6,-3.75,19
12,56.2,3.2,-0.75,21
13,56.2,3.2,7,19
14,56.4,-10.4,10.25,4
15,59,-10.4,9.75,18
16,59,-10.4,17,16
17,71.6,0,5.75,8
18,75.2,-10.6,0.75,13
19,79.4,0.6,-3,15
20,86.2,0.8,-3.5,15
21,87.8,1.2,0.75,17
22,88.8,0.8,-4,15
23,92.2,-10.6,0,10
24,99,-10.6,0,12
25,105,5,-3.5,15
26,111.8,5,-3,12
27,123,1.6,1.25,15
28,124.6,1.6,-0.25,12
29,181,2.2,3.75,10
30,186.2,2.2,3,10
31,1024,0.8,-4,15
32,11.4,2.4,-27.75,15
33,12,-10.4,-8.25,7
34,12.6,2.4,-24.5,13
35,13.6,2.4,-22,14
36,14,-10.4,-9.75,1
37,14.8,2.4,-20,14
38,17,-10.6,-6,10
39,17.6,-1.6,28.25,14
40,18.4,-1.6,30.5,15
41,19.8,-1.4,27.75,14
42,20.8,-1.2,22.75,15
43,21.4,-7.4,48.25,0
44,21.8,-10.4,-5.25,11
45,21.4,-1,22.25,14
46,22.2,-1,21,15
47,23,0.6,8.75,14
48,22.8,-1,20,7
49,23.6,-8.4,40.5,0
50,23.8,-1,19.75,14
51,24.2,-8.4,40,3
52,24.2,0.6,8.5,12
53,25,-0.8,17,14
54,27.2,-0.6,15,15
55,30.4,-10.6,-3.5,13
56,31.2,-10.6,-2,12
57,38.2,-10.6,-2,14
58,45.6,-10.6,0,14
59,46.8,-10.6,0,13
60,50.6,-10.4,14,11
61,52.6,-10.6,-2,13
62,53.6,-10.4,12,12
63,55.4,-10.4,11.75,11
64,56.2,-10.4,13,11
65,56.6,3.2,1.25,15
66,57.4,3.2,0.25,13
67,57.8,-10.4,11.25,11
68,58.6,-10.4,11.75,12
69,60,1,6.25,13
70,79.6,0.8,-4.5,14
71,81,0.6,-4.75,15
72,82.2,-10.6,0.5,10
73,86.6,1,-1,15
74,88.2,1,-1.5,14
75,89.2,1.2,2.25,13
76,98.6,-10.6,0.75,12
77,105,5,-3.5,14
END,Total:78,,,
START,FrameNb:5156,,,
2020/08/09 14:15:42:206,,,,
1.60E+12,,,,
0,13.6,-10.2,-12.25,16
1,13.6,-10.2,-6,15
2,17.8,-1.4,29.25,16
3,21.4,-10.4,-8,14
4,21.4,-10.4,-0.25,13
5,21.2,-1.2,20.25,17
6,22.2,-1,16.75,17
7,23.8,0.8,5.5,19
8,23.8,0.8,12.5,18
9,25.6,-0.8,14.5,20
10,28.2,-0.8,12.75,21
11,46.2,-10.6,-3.75,19
12,46.2,-10.6,3.25,19
13,50.4,-10.4,11.75,17
14,56.2,3.2,-0.75,21
15,56.2,3.2,7,19
16,56.4,-10.4,10.25,4
17,57.2,1.4,-10,6
18,57.2,1.4,-2.25,4
19,59,-10.4,9.75,18
20,59,-10.4,17,16
21,59.8,0.8,4,19
22,60.6,-10.4,12.25,0
23,65.8,-10.6,0,11
24,71.6,0,6.5,15
25,74.4,-10.6,0.75,14
26,81,0.8,-4.75,17
27,87.8,1.2,0.75,16
28,88,-10.6,10.5,2
29,88.8,0.8,-4.25,15
30,91.4,0.8,-4,13
31,97.4,-10.6,-0.25,8
32,105.8,5,-2.5,17
33,111.8,5,-1.75,10
34,123,1.6,1.25,16
35,124.6,1.6,0.75,15
36,151.2,-10.6,5.25,16
37,182.6,2.2,4.25,10
38,186.2,2.2,4.25,12
39,190.4,-10.2,11.75,6
40,1024,-1.6,30.5,15
41,11.8,-10.4,-9.25,10
42,13,-10.4,-8.75,9
43,12.2,2.4,-25.25,13
44,13.2,2.4,-22.5,14
45,15.8,-10.6,-6,13
46,15.2,2.4,-17.5,10
47,17.6,-1.4,28,15
48,18.8,-1.4,27.75,15
49,20.8,-7.2,50.75,0
50,21.2,-10.4,-5.5,0
51,20.8,-1.2,22.75,15
52,21.4,-1,21.75,16
53,22.4,-1,20.5,14
54,23,-8.4,42,0
55,23,0.8,7.75,14
56,23,-1,21,2
57,23.6,-8.4,41.25,0
58,23.8,-1,20,14
59,24.6,0.8,8.25,9
60,24.8,-0.8,17.5,15
61,26.4,-0.6,15.25,14
62,27.8,-0.6,14,14
63,29.8,-10.6,-3.75,14
64,44.8,-10.6,-0.25,12
65,46,-10.6,0,13
66,51.8,-10.6,0,11
67,53.4,-10.4,12.5,10
68,54.8,-10.4,12.25,12
69,55.6,-10.4,12.5,12
70,57,-10.4,11.75,11
71,56.8,3.2,1.75,13
72,58,-10.4,11.75,7
73,57.6,1.4,-8,7
74,57.6,3.2,0.25,14
75,60.2,1,5.75,14
76,79.8,0.8,-4.75,12
77,81,0.8,-4.75,14
78,87.8,1.2,1,14
79,89.4,-10.6,1.25,10
80,89.2,1.2,1.75,10
81,97.8,-10.6,0.5,11
82,105.4,5,-3,15
END,Total:83,,,
START,FrameNb:5157,,,
2020/08/09 14:15:42:270,,,,
1.60E+12,,,,
0,12.8,2.4,-21.5,14
1,12.8,2.4,-26.25,11
2,12.8,-10.2,-12.75,17
3,12.8,-10.2,-8.25,14
4,16.2,-10.4,-8,20
5,16.2,-10.4,-0.25,18
6,17.8,-1.4,25.25,16
7,20.6,-10.4,-9,15
8,20.6,-10.4,-1,13
9,21.2,-1.2,20.5,18
10,23,0.8,6.25,19
11,24.6,0.8,6.75,19
12,24.6,0.8,14.75,17
13,29,-10.6,-6,16
14,29,-10.6,1.5,15
15,40,3.8,-12.25,17
16,40,3.8,-6,16
17,45.2,-10.6,-4.75,16
18,45.2,-10.6,3,15
19,52.2,-10.4,11.5,18
20,57.2,3.2,0,20
21,58,-10.4,10.25,11
22,59.8,0.8,3.75,20
23,59.8,0.8,11.75,18
24,65.8,-10.6,0,11
25,71.6,0,6.5,15
26,74.4,-10.6,0.75,14
27,78.6,-10.4,12.75,13
28,81,0.8,-4.75,17
29,81.2,-10.4,7.75,2
30,87.8,1.2,0.75,16
31,88,-10.6,10.5,2
32,97.4,-10.6,-0.25,8
33,105.8,5,-2.5,17
34,110.2,-10.4,6.5,13
35,111.8,5,-1.75,10
36,123,1.6,1.25,16
37,124.6,1.6,0.75,15
38,151.2,-10.6,5.25,16
39,182.6,2.2,4.25,10
40,186.2,2.2,4.25,12
41,190.4,-10.2,11.75,6
42,1024,-10.4,-8.75,9
43,9.6,1.8,-45.75,15
44,12.2,2.4,-24.25,13
45,11.6,-10.4,-9.5,3
46,12.2,-10.4,-9,12
47,13.2,2.4,-24,14
48,13.4,37,-22,14
49,13.4,5.2,-22.25,3
50,14,-10.4,-9.75,9
51,15.4,2.6,-17.75,14
52,17.6,-1.4,27.5,15
53,19.4,-1.4,25.5,14
54,20.4,-10.4,-6,0
55,20.4,-7,54,0
56,20.6,-1,22.5,14
57,21.2,-1,21.75,14
58,22.4,-8.2,43.5,2
59,22.4,-1,19.75,15
60,23,-8.2,42.25,1
61,23,1,7.75,14
62,23.2,-1,20.25,13
63,25.6,-9,35.5,10
64,24.8,-0.8,18,15
65,27,-0.6,14.75,15
66,27.8,6.2,33.25,9
67,29.2,-10.6,-4.5,11
68,31.4,-10.4,24.25,12
69,40.2,4,-11,8
70,43.6,-10.6,-1,12
71,44.8,-10.6,-0.75,13
72,51,-10.6,-0.5,11
73,52.6,-10.4,14.5,12
74,53.6,-10.4,13.5,11
75,54.4,-10.4,12.75,11
76,55.4,-10.4,12.5,13
77,56.8,-10.4,12.5,11
78,57,3.2,3.25,14
79,57.8,-10.4,11.75,7
80,57.6,1.4,-7.5,8
81,57.8,3.2,1.5,13
82,58.8,-10.4,12.25,11
83,60.2,0.8,6,14
84,65.6,-10.6,0.25,14
85,68.2,9.6,-12.75,12
86,79.6,0.8,-4.5,14
87,81,0.8,-5,14
88,88.4,-10.6,0,3
89,88,1.2,0.75,14
90,105.6,5,-1.5,13
END,Total:91,,,
START,FrameNb:5158,,,
2020/08/09 14:15:42:338,,,,
1.60E+12,,,,
0,12.8,2.4,-21.5,14
1,12.8,2.4,-26.25,11
2,12.8,-10.2,-12.75,17
3,12.8,-10.2,-8.25,14
4,16.2,-10.4,-8,20
5,16.2,-10.4,-0.25,18
6,17.8,-1.4,25.25,16
7,20.6,-10.4,-9,15
8,20.6,-10.4,-1,13
9,21.2,-1,20.5,18
10,23,0.8,6.25,19
11,28.2,-0.8,12.75,20
12,29,-10.6,-6,16
13,29,-10.6,1.5,15
14,36.8,-10.4,-5,16
15,36.8,-10.4,1.25,16
16,40,4,-12.25,17
17,40,4,-6,16
18,45.2,-10.6,-4.75,16
19,45.2,-10.6,3,15
20,52.2,-10.4,11.5,18
21,54.6,-10.4,10.5,19
22,57.2,3.2,0,20
23,58,-10.4,10.25,11
24,59.8,0.8,3.75,20
25,59.8,0.8,11.75,18
26,65,-10.6,-1.25,15
27,71.6,0,3.5,12
28,73.4,-10.6,0.25,10
29,80.2,0.8,-4.75,15
30,80.4,-10.6,0.75,9
31,87.8,1.2,0.25,17
32,88,-10.6,0.25,8
33,91.4,1.2,2.5,13
34,96.6,-10.6,0.75,16
35,105.8,5,-1.75,17
36,109.4,-10.4,8.25,10
37,112.6,5,-1.25,17
38,123,1.8,1.75,14
39,125.4,1.6,0.25,12
40,150.4,-10.6,6,15
41,181.8,2.2,5.75,6
42,183.6,2.2,4.25,7
43,1024,1.8,-45.75,15
44,9.8,1.8,-44,15
45,11.2,2.4,-27.75,15
46,11.6,-10.4,-10.5,15
47,12.4,2.4,-26.25,14
48,13,2.4,-23.25,14
49,14,2.4,-20.5,14
50,14.6,4.6,-19.5,5
51,13.8,-10.4,-8.25,7
52,15.2,2.6,-19.5,14
53,17.4,-1.4,26.75,15
54,18.8,-1.4,26,14
55,19.6,-10.4,-6.75,13
56,20,-1.2,24,12
57,20,-7,57.25,8
58,21,-1,22.25,15
59,22,-1,20,15
60,22,-8,44.5,6
61,22.4,-8.2,43.5,0
62,22.8,-1,19.75,14
63,23.2,1,7.75,13
64,24.6,-0.8,18,12
65,24.8,-8.8,36,4
66,27,-0.6,14.25,14
67,28.4,-10.6,-4.25,0
68,29,-10.4,-3.5,9
69,32,-10.2,27,13
70,31.6,6.8,30,9
71,36,-10.6,-3.5,10
72,40.4,4,-10.25,13
73,42.8,-10.6,-0.5,10
74,44.2,-10.6,-1,13
75,45.6,-10.6,0.75,11
76,52,-10.4,14,10
77,53.4,-10.4,13.75,14
78,54.4,-10.4,13,10
79,55.2,-10.4,12.25,14
80,57.2,3.2,3.75,14
81,57.8,1.6,-7.25,13
82,57.2,-10.4,10.75,3
83,58,3.2,1.75,12
84,58.6,-10.4,11.75,10
85,60.2,0.8,6.25,14
86,64.8,-10.6,-0.25,12
87,71.6,0,4.75,10
88,79.8,0.8,-4,13
89,81.2,0.8,-4.75,14
90,88,1.2,0.75,14
91,106,5,-1.25,14
END,Total:92,,,
START,FrameNb:5159,,,
2020/08/09 14:15:42:402,,,,
1.60E+12,,,,
0,11,2.2,-27.5,16
1,11,2.2,-33.75,13
2,11.2,-10.2,-10.75,16
3,13.6,2.4,-20,16
4,17.8,-1.2,22.5,16
5,17.8,-1.2,27.25,13
6,18.8,-10.4,-8.75,20
7,18.8,-10.4,-3,17
8,22.2,-1,16,19
9,23,1,5.75,19
10,23,1,13.25,17
11,27.4,-10.6,-6.5,5
12,27.4,-10.6,1,4
13,35,-10.4,-4.75,17
14,35,-10.4,1,15
15,42.8,-10.6,-3.75,18
16,42.8,-10.6,4.5,16
17,49.6,-10.6,-3.75,17
18,49.6,-10.6,4.25,16
19,53,-10.4,11.5,18
20,55.6,-10.4,10.25,20
21,57.2,3.2,-0.5,20
22,57.2,3.2,5,18
23,58,-10.4,10.25,3
24,65,-10.4,-1.25,15
25,71.6,0,3.5,12
26,73.4,-10.6,0.25,10
27,80.2,0.8,-4.75,15
28,80.4,-10.6,0.75,9
29,87.8,1.2,0.25,17
30,88,-10.6,0.25,8
31,96.6,-10.6,0.75,16
32,104.2,-10.6,0.75,12
33,105.8,5,-1.75,17
34,109.4,-10.4,8.25,10
35,112.6,5,-1.25,17
36,123,1.8,1.75,14
37,125.4,1.6,0.25,12
38,150.4,-10.6,6,15
39,181.8,2.2,5.75,6
40,187,2.2,4.25,16
41,1024,2.2,5.75,6
42,11.4,-10.2,-12.75,13
43,11.2,2.4,-30,14
44,14,-10.4,-7.5,0
45,12.8,2.4,-25,14
46,14.4,2.6,-20.75,13
47,17.2,-1.4,26.25,15
48,18.4,-1.2,25.75,13
49,19,-10.4,-6.75,8
50,19.4,-1.2,24.5,15
51,20.4,-1,23,15
52,21.4,-7.8,45.25,0
53,21.2,-1,21.75,14
54,22,-8,44.75,0
55,22.2,-1,20.25,14
56,23.2,1,7.75,12
57,23.4,-1,19.75,10
58,24.2,-8.8,37,9
59,24,-1,19.5,11
60,26.2,-0.6,14.5,14
61,27.6,-10.6,-3.75,10
62,27.8,-0.6,14.5,14
63,28.2,-10.4,-3,0
64,35.2,-10.6,-3.25,14
65,40.8,4,-10,13
66,42.6,-10.6,0,12
67,47.2,-10.4,-1,10
68,51.8,-10.4,13.75,12
69,53.4,-10.4,13.5,13
70,55,-10.4,12.25,14
71,56.4,-10.4,11.5,8
72,57.4,3.2,2.5,15
73,58,-10.4,10,5
74,59.4,-10.4,11.75,12
75,60.2,0.8,6.25,14
76,64,-10.6,-0.75,12
77,79.6,-10.6,1,14
78,80,0.8,-4,13
79,81.2,0.8,-4.25,15
80,88,1,0.75,14
81,106.4,5,-1.75,13
END,Total:82,,,
START,FrameNb:5160,,,
2020/08/09 14:15:42:473,,,,
1.60E+12,,,,
0,11,2.4,-27.5,16
1,11,2.4,-33.75,13
2,11.2,-10.4,-10.75,16
3,17.8,-1.2,22.5,16
4,17.8,-1.2,27.25,13
5,18.8,-10.4,-8.75,20
6,18.8,-10.4,-3,17
7,22.2,-1,16,19
8,23,1,5.75,19
9,23,1,13.25,17
10,27.4,-10.4,-6.5,5
11,27.4,-10.4,1,4
12,35,-10.6,-4.75,17
13,35,-10.6,1,15
14,42.8,-10.6,-3.75,18
15,42.8,-10.6,4.5,16
16,49.6,-10.6,-3.75,17
17,49.6,-10.6,4.25,16
18,53,-10.4,11.5,18
19,55.6,-10.4,10.25,20
20,57.2,3.2,-0.5,20
21,57.2,3.2,5,18
22,63.2,-10.4,0.25,15
23,70,-10.6,3.5,11
24,71.6,0,4.75,14
25,79.4,-10.6,2,7
26,81,0.8,-4.75,17
27,84.6,-10.6,11.5,9
28,86.2,0.8,-4,14
29,88.8,1,0.25,16
30,94.8,-10.6,2.5,11
31,103.4,-10.6,0,12
32,106,-10.4,8.25,10
33,106.6,5,-8,14
34,110.2,-10.4,7,11
35,113.4,5,-4,16
36,123.8,1.8,0.25,15
37,148.6,-10.6,4.75,15
38,181.8,2.2,3.75,8
39,187,2.2,4.25,15
40,1024,2.2,4.25,16
41,10.6,-10,-13.75,4
42,11.4,2.4,-29.5,15
43,12.2,6,-24.5,0
44,12.4,-10.4,-8,3
45,13.8,-10.4,-7,2
46,13.2,2.4,-24.25,14
47,14.6,2.6,-20.75,14
48,14.6,-10.4,-7,0
49,14.8,6,-19.5,8
50,17.2,-1.2,26,15
51,18.2,-10.4,-7,7
52,18.2,-1,25.75,15
53,19.8,-10.4,-5,3
54,19.2,-1,24.25,15
55,20.8,-7.8,46,0
56,20.4,-1,22.25,14
57,21.6,-7.8,46,0
58,21.2,-1,21.75,14
59,22.2,-10.6,-3.25,0
60,22.2,-1,20.25,15
61,23.2,1,7.75,12
62,23.2,-1,19.25,11
63,23.8,-8.6,38,1
64,24,-1,19,14
65,24.2,-3.2,15.5,0
66,25.6,-9,34.5,4
67,27,-10.6,-4,9
68,27.6,-10.4,-3,3
69,26.8,-0.6,14.5,15
70,32,-0.8,-28,14
71,34.6,-10.6,-2.25,14
72,41.8,-10.6,-0.75,10
73,41,4,-9.5,12
74,48.6,-10.6,-2.25,11
75,51.6,-10.4,13.25,12
76,53.8,-10.4,12.75,14
77,55.8,-10.4,12,10
78,57.6,3.2,1.75,15
79,60.2,0.8,6,15
80,63.4,-10.6,-0.75,11
81,80,0.6,-4.25,10
82,81.2,0.8,-4.75,14
83,88.2,1,0.75,14
84,90.2,0.8,-3.25,12
85,106.6,5,-2.25,14
END,Total:86,,,
START,FrameNb:5161,,,
2020/08/09 14:15:42:533,,,,
1.60E+12,,,,
0,7.6,-10.2,-16,19
1,11.8,2.4,-27.5,18
2,21.2,-1,18.5,18
3,23,1,5.5,20
4,23,1,13.25,18
5,26.4,-10.6,-5.25,0
6,26.4,-10.6,-0.75,0
7,27.2,-0.6,12.25,20
8,41.8,4,-11.75,10
9,41.8,4,-6.75,7
10,51.2,-10.4,11.5,18
11,51.2,-10.4,19.25,16
12,53.8,-10.4,11.5,18
13,58,3.2,-1.75,19
14,58,3.2,6.25,17
15,60.6,3.2,0.75,9
16,63.2,-10.4,0.25,15
17,70,-10.6,3.5,11
18,71.6,0,4.75,14
19,76,-10.4,13.25,11
20,81,0.8,-4.75,17
21,84.6,-10.6,11.5,9
22,86.2,0.8,-4,14
23,88.8,1,0.25,16
24,95.6,0.8,-4.25,10
25,106,-10.4,8.25,10
26,106.6,5,-8,14
27,110.2,-10.4,7,11
28,113.4,5,-4,16
29,123.8,1.8,0.25,15
30,148.6,-10.6,4.75,15
31,181.8,2.2,3.75,8
32,187,2.2,4.25,15
33,1024,5,-8,14
34,10,-10,-14.25,14
35,11.6,2.4,-28.5,14
36,13.4,2.4,-23.75,14
37,14,2.4,-21.75,15
38,14.6,2.4,-22,13
39,16,2.6,-17.75,14
40,16.8,-1.2,27,1
41,17,-3,-79.5,0
42,17.6,-1.2,26.25,14
43,15.8,-10.4,-6.5,0
44,18.4,-1,24.75,15
45,17.8,-10.4,-6.25,0
46,19.4,-1,23.25,12
47,20.2,-1,22.75,16
48,20.4,-7.4,48,0
49,21,-7.6,46.25,0
50,21.4,-1,20.75,14
51,22.8,-1,20,14
52,23.2,-8.4,39.25,1
53,23.6,-0.8,18.75,11
54,23.4,1,7.75,14
55,24.8,-10.6,-4,10
56,27.6,-0.6,14,15
57,31.8,-0.8,-29.25,13
58,33.8,-10.6,-2.5,13
59,41.2,4,-9.5,9
60,41.4,-10.6,-1.5,14
61,48.4,-10.6,-2,13
62,52.6,-10.4,12.75,13
63,55.4,-10.6,1,11
64,57.8,3.2,2.5,15
65,58,1.6,-6.5,0
66,57.6,-10.4,12,6
67,58.8,3.2,0.75,14
68,60.2,0.8,6,15
69,60.8,0.8,5.75,15
70,71.6,0.2,5.5,12
71,80,0.6,-4.5,14
72,81.2,0.8,-4.75,12
73,87.4,1,-0.75,11
74,88.6,1,-1,14
75,107,5,-2,13
END,Total:76,,,
START,FrameNb:5162,,,
2020/08/09 14:15:42:600,,,,
1.60E+12,,,,
0,11.8,2.2,-27.5,18
1,14.4,2.4,-18.75,10
2,14.4,2.4,-23.5,9
3,21.2,-1,18.5,18
4,23,1.2,5.5,20
5,23,1.2,13.25,18
6,26.4,1.2,4.5,16
7,26.4,1.2,12.5,14
8,26.4,-10.6,-5.25,0
9,26.4,-10.6,-0.75,0
10,27.2,-0.6,12.25,20
11,41.8,4,-11.75,10
12,41.8,4,-6.75,7
13,51.2,-10.4,11.5,18
14,51.2,-10.4,19.25,16
15,53.8,-10.4,11.5,18
16,58,1.6,-9,2
17,58,1.6,-3,0
18,58,3.2,-1.75,19
19,58,3.2,6.25,17
20,60.6,0.8,6,17
21,62.4,-10.4,-0.75,14
22,71,-10.6,0.75,9
23,71.6,0,4.75,12
24,77.8,-10.4,1.25,15
25,81,0.8,-5.25,18
26,87.2,-10.6,4.25,10
27,88.8,1,0.25,17
28,95.6,0.8,-4.25,8
29,107.4,5,-0.75,18
30,109.4,-10.4,3.75,10
31,114.4,5,-1.25,15
32,123.8,1.8,0,14
33,182.6,2.2,3.75,11
34,187,2.2,3.75,14
35,1024,2.4,-28.5,14
36,11.8,2.4,-28.5,12
37,13,2.4,-23.75,13
38,14,2.4,-22.75,13
39,14.4,2.4,-21.5,13
40,15.4,2.6,-18.5,15
41,16.4,-10.4,-6,3
42,17.2,-10.4,-6.75,13
43,16.8,-2.8,-79.5,0
44,16.6,-1.2,26.5,15
45,17.4,-1.2,27,16
46,18,-1,25.25,14
47,18.8,-1,25,15
48,20,-7.2,51.25,4
49,20.4,-7.4,48,0
50,20,-1,23.25,14
51,22.6,-8.4,40,0
52,21.4,-1,19.75,15
53,23.4,1,8,15
54,23,-1,19.75,8
55,25.6,1.2,7.5,14
56,24,-0.8,18.75,13
57,25.8,-10.6,-5,8
58,25,-0.6,16,12
59,27.4,-0.6,14,15
60,31.8,-0.8,-29.75,14
61,33.2,-10.6,-2.5,15
62,40.6,-10.6,-1.5,13
63,41.4,4,-10,12
64,47.6,-10.6,-1,11
65,48.2,-10.6,-1.75,13
66,52.8,-10.4,12.75,13
67,58.4,-10.4,11.75,0
68,58.2,1.6,-6.75,1
69,58,3.2,3,14
70,58.8,3.2,1,14
71,60.2,0.8,6.5,14
72,60.8,0.8,5.75,14
73,71.6,0.2,5.25,13
74,80,0.8,-4.25,13
75,81.4,0.8,-4.5,14
76,87.4,1,0,13
77,88.6,1,-0.5,14
END,Total:78,,,
START,FrameNb:5163,,,
2020/08/09 14:15:42:664,,,,
1.60E+12,,,,
0,10.2,2,-33,18
1,14.4,2.4,-23,13
2,14.4,2.4,-18.5,11
3,16.2,-10.4,-9.75,14
4,16.2,-10.4,-5.5,13
5,17,-1,24.25,14
6,17,-1,29.25,12
7,18.8,-1,20,18
8,18.8,-1,26.25,16
9,23.8,1.2,5.5,21
10,23.8,1.2,13,19
11,24.6,0.6,10.25,2
12,24.6,0.6,16.5,2
13,27.2,-0.6,12.25,21
14,32.4,-10.4,-5.5,20
15,32.4,-10.4,2,18
16,41.8,4,-11.5,19
17,41.8,4,-3.5,18
18,47,-10.4,-4.25,19
19,47,-10.4,4.25,17
20,52.2,-10.4,11.5,19
21,56.4,-10.4,10.25,16
22,58,3.2,0,19
23,60.6,0.8,6,17
24,62.4,-10.6,-0.75,14
25,71,-10.6,0.75,9
26,71.6,0.2,4.75,12
27,77.8,-10.6,1.25,15
28,81,0.8,-5.25,18
29,87.2,-10.6,4.25,10
30,88.8,1,0.25,17
31,91.4,0.8,-3.5,13
32,94,-10.6,0.25,12
33,101.6,-10.6,1.25,15
34,107.4,5,-0.75,18
35,109.4,-10.4,3.75,10
36,114.4,5,-1.25,15
37,123.8,1.8,0,14
38,157.2,-10.6,2,7
39,165.8,-10.6,1.25,8
40,182.6,2.2,3.75,11
41,187,2.2,3.75,14
42,187,-10.2,-13.75,8
43,211.6,10.6,2,7
44,1024,-1.2,26.5,15
45,12,-10.4,-9.25,4
46,12,2.4,-29.25,10
47,12.4,2.4,-25.5,15
48,14.2,-10.4,-7.5,4
49,13.4,2.4,-24.5,15
50,14.4,2.4,-19.5,12
51,15,2.4,-21.5,13
52,16.2,-10.4,-8.5,13
53,16.2,2.6,-17.5,8
54,17,-1,24.5,14
55,17.8,-1,26.25,14
56,18.2,-1,25.5,15
57,19,-1,24.5,15
58,20.4,-0.8,21.5,14
59,21.4,-1,19.5,14
60,22.8,-0.8,19,15
61,22.6,-8.6,39.25,2
62,24,-0.8,18,14
63,23.4,1.2,8,15
64,24.6,1,9,13
65,25.8,-0.6,15.5,13
66,27.4,-0.6,13.5,14
67,31.8,-0.8,-29.5,13
68,32.4,-10.6,-2.25,13
69,38.4,-10.4,18.5,8
70,39.8,-10.6,-1.5,13
71,41.4,-10.6,-1.5,10
72,42,4,-10,14
73,46.4,-10.6,-0.5,13
74,47.2,-10.6,-1.5,14
75,52.2,-10.4,13,14
76,57.6,-10.4,11.75,11
77,58.4,3.2,3.5,14
78,60.4,0.8,5.75,15
79,61.6,-10.4,9.25,6
80,71.6,0.2,5.25,12
81,80.2,0.8,-4.25,14
82,81.6,0.8,-5,14
83,87.8,0.8,-3.25,11
84,88.4,1,1.75,14
END,Total:85,,,
START,FrameNb:5164,,,
2020/08/09 14:15:42:736,,,,
1.60E+12,,,,
0,10.2,2,-33,18
1,14.4,2.4,-23,13
2,14.4,2.4,-18.5,11
3,16.2,-10.4,-9.75,14
4,16.2,-10.4,-5.5,13
5,17,-1,24.25,14
6,17,-1,29.25,12
7,18.8,-0.8,20,18
8,18.8,-0.8,26.25,16
9,23.8,1.2,5.5,21
10,23.8,1.2,13,19
11,32.4,-10.6,-5.5,20
12,32.4,-10.6,2,18
13,41.8,4,-11.5,19
14,41.8,4,-3.5,18
15,41.8,-10.2,16.75,8
16,47,-10.6,-4.25,19
17,47,-10.6,4.25,17
18,52.2,-10.4,11.5,19
19,56.4,-10.4,10.25,16
20,60.6,0.8,7,15
21,63.2,-10.4,11,14
22,67.4,-10.6,0,13
23,71.6,0.2,-2.5,6
24,76,-10.6,-1.25,13
25,82,0.8,-4.25,18
26,83.8,-10.6,-1.25,13
27,88.8,1,0.75,17
28,91.4,-10.6,0.25,13
29,92.2,0.8,-3.5,13
30,100.8,-10.6,0,12
31,108.4,5,-3,16
32,110.2,-10.4,-4.75,8
33,114.4,5,-0.75,15
34,123.8,1.8,-0.25,13
35,146,-10.6,1.75,6
36,154.6,-10.6,4.25,9
37,164,-10.6,1.25,9
38,183.6,2.2,4.25,15
39,186.2,-10,-13.25,10
40,187,2.2,3.75,8
41,213.4,10.6,55.5,7
42,1024,-10.2,-13.75,8
